temperature,humidity,humidity_change,temperature_change,elapsed_time,label
32.63,68.23,-0.026,0.045,326,0
32.64,68.21,-0.011,0.003,327,0
32.67,68.28,0.064,0.03,328,0
32.67,68.22,-0.063,0.001,329,0
32.66,68.29,0.072,-0.005,330,0
32.66,68.36,0.076,-0.005,331,0
32.7,68.2,-0.165,0.038,332,0
32.69,68.23,0.026,-0.002,333,0
32.72,68.31,0.082,0.028,334,0
32.73,68.32,0.015,0.01,335,0
32.76,68.17,-0.152,0.023,336,0
32.8,68.03,-0.136,0.046,337,0
32.83,68.14,0.103,0.029,338,0
32.82,67.99,-0.15,-0.01,339,0
32.81,68.1,0.108,-0.009,340,0
32.82,68.21,0.111,0.01,341,0
32.8,68.27,0.062,-0.027,342,0
32.83,68.35,0.085,0.039,343,0
32.82,68.18,-0.168,-0.014,344,0
32.8,68.12,-0.069,-0.02,345,0
32.79,68.01,-0.105,-0.007,346,0
32.82,68.08,0.074,0.026,347,0
32.82,68.08,-0.001,-0.0,348,0
32.81,68.02,-0.062,-0.011,349,0
32.82,67.88,-0.144,0.006,350,0
32.86,67.92,0.039,0.042,351,0
32.86,68.0,0.089,0.004,352,0
32.84,67.85,-0.158,-0.024,353,0
32.82,67.82,-0.028,-0.018,354,0
32.81,67.75,-0.065,-0.014,355,0
32.81,67.71,-0.043,0.009,356,0
32.79,67.53,-0.177,-0.025,357,0
32.8,67.39,-0.145,0.009,358,0
32.75,67.41,0.02,-0.048,359,0
32.73,67.49,0.079,-0.019,360,0
32.75,67.37,-0.117,0.022,361,0
32.79,67.46,0.088,0.037,362,0
32.82,67.28,-0.182,0.029,363,0
32.8,67.18,-0.097,-0.024,364,0
32.81,67.14,-0.041,0.017,365,0
32.85,66.98,-0.159,0.035,366,0
32.89,66.83,-0.148,0.045,367,0
32.92,66.78,-0.055,0.03,368,0
32.91,66.67,-0.107,-0.011,369,0
32.88,66.67,0.005,-0.034,370,0
32.91,66.55,-0.125,0.03,371,0
32.93,66.58,0.034,0.024,372,0
32.96,66.66,0.072,0.03,373,0
32.93,66.62,-0.034,-0.036,374,0
32.92,66.53,-0.095,-0.002,375,0
32.96,66.38,-0.148,0.033,376,0
32.91,66.45,0.076,-0.049,377,0
32.94,66.32,-0.13,0.031,378,0
32.91,66.39,0.063,-0.027,379,0
32.95,66.34,-0.051,0.039,380,0
32.93,66.36,0.023,-0.025,381,0
32.92,66.42,0.059,-0.002,382,0
32.88,66.42,0.002,-0.04,383,0
32.87,66.24,-0.179,-0.015,384,0
32.83,66.23,-0.01,-0.035,385,0
32.84,66.3,0.073,0.006,386,0
32.8,66.22,-0.083,-0.036,387,0
32.83,66.3,0.08,0.023,388,0
32.8,66.32,0.018,-0.024,389,0
32.77,66.25,-0.072,-0.036,390,0
32.81,66.23,-0.017,0.044,391,0
32.82,66.3,0.069,0.012,392,0
32.8,66.31,0.015,-0.025,393,0
32.75,66.25,-0.065,-0.05,394,0
32.77,66.29,0.046,0.024,395,0
32.81,66.11,-0.186,0.039,396,0
32.82,66.11,0.006,0.008,397,0
32.79,65.93,-0.186,-0.027,398,0
32.77,65.98,0.053,-0.022,399,0
32.78,66.08,0.102,0.012,400,0
32.77,66.02,-0.061,-0.015,401,0
32.74,65.94,-0.084,-0.027,402,0
32.76,65.89,-0.048,0.015,403,0
32.74,65.95,0.059,-0.013,404,0
32.74,65.79,-0.158,-0.001,405,0
32.77,65.8,0.01,0.032,406,0
32.79,65.73,-0.076,0.012,407,0
32.76,65.72,-0.006,-0.022,408,0
32.72,65.57,-0.156,-0.046,409,0
32.73,65.67,0.108,0.012,410,0
32.7,65.74,0.07,-0.026,411,0
32.74,65.77,0.025,0.037,412,0
32.7,65.67,-0.099,-0.037,413,0
32.74,65.71,0.041,0.038,414,0
32.77,65.77,0.053,0.028,415,0
32.78,65.76,-0.008,0.014,416,0
32.8,65.77,0.016,0.02,417,0
32.85,65.78,0.008,0.047,418,0
32.84,65.67,-0.11,-0.01,419,0
32.79,65.6,-0.072,-0.049,420,0
32.8,65.62,0.024,0.005,421,0
32.82,65.49,-0.131,0.02,422,0
32.82,65.37,-0.122,0.001,423,0
32.85,65.42,0.047,0.038,424,0
32.85,65.43,0.013,-0.002,425,0
32.89,65.5,0.065,0.032,426,0
32.85,65.57,0.075,-0.034,427,0
32.81,65.41,-0.159,-0.04,428,0
32.84,65.3,-0.111,0.029,429,0
32.81,65.34,0.041,-0.034,430,0
32.79,65.36,0.016,-0.019,431,0
32.77,65.2,-0.161,-0.017,432,0
32.75,65.23,0.035,-0.022,433,0
32.73,65.28,0.048,-0.019,434,0
32.71,65.17,-0.11,-0.023,435,0
32.7,65.24,0.067,-0.005,436,0
32.71,65.31,0.072,0.006,437,0
32.66,65.4,0.095,-0.045,438,0
32.66,65.48,0.079,-0.002,439,0
32.65,65.55,0.072,-0.014,440,0
32.6,65.45,-0.099,-0.047,441,0
32.56,65.52,0.068,-0.039,442,0
32.55,65.39,-0.128,-0.011,443,0
32.59,65.38,-0.017,0.038,444,0
32.57,65.33,-0.051,-0.021,445,0
32.59,65.35,0.026,0.026,446,0
32.6,65.31,-0.042,0.011,447,0
32.61,65.17,-0.135,0.011,448,0
32.59,64.99,-0.187,-0.025,449,0
32.55,65.03,0.04,-0.035,450,0
32.55,65.07,0.041,-0.003,451,0
32.51,65.11,0.041,-0.044,452,0
32.52,65.11,-0.004,0.011,453,0
32.56,65.04,-0.067,0.044,454,0
32.51,64.97,-0.073,-0.049,455,0
32.5,64.84,-0.128,-0.015,456,0
32.48,64.65,-0.184,-0.02,457,0
32.44,64.71,0.062,-0.033,458,0
32.46,64.73,0.015,0.01,459,0
32.47,64.62,-0.114,0.017,460,0
32.43,64.53,-0.085,-0.039,461,0
32.44,64.46,-0.073,0.007,462,0
32.47,64.32,-0.138,0.03,463,0
32.45,64.22,-0.099,-0.023,464,0
32.45,64.25,0.03,0.007,465,0
32.49,64.16,-0.087,0.036,466,0
32.47,64.27,0.11,-0.018,467,0
32.46,64.36,0.082,-0.016,468,0
32.5,64.22,-0.132,0.042,469,0
32.49,64.31,0.087,-0.012,470,0
32.51,64.19,-0.12,0.02,471,0
32.53,64.04,-0.149,0.021,472,0
32.49,64.03,-0.011,-0.035,473,0
32.5,63.95,-0.078,0.013,474,0
32.54,63.78,-0.177,0.035,475,0
32.54,63.66,-0.112,0.001,476,0
32.59,63.49,-0.174,0.047,477,0
32.6,63.5,0.01,0.013,478,0
32.62,63.32,-0.182,0.017,479,0
32.6,63.26,-0.063,-0.014,480,0
32.6,63.23,-0.024,-0.005,481,0
32.62,63.09,-0.142,0.017,482,0
32.59,63.09,0.001,-0.022,483,0
32.61,63.1,0.01,0.014,484,0
32.62,62.99,-0.107,0.008,485,0
32.65,62.85,-0.147,0.031,486,0
32.67,62.69,-0.157,0.02,487,0
32.63,62.54,-0.153,-0.041,488,0
32.59,62.38,-0.156,-0.032,489,0
32.57,62.25,-0.128,-0.026,490,0
32.53,62.22,-0.031,-0.032,491,0
32.51,62.24,0.023,-0.023,492,0
32.51,62.07,-0.176,-0.003,493,0
32.55,61.94,-0.126,0.041,494,0
32.5,61.85,-0.089,-0.052,495,0
32.54,61.86,0.013,0.038,496,0
32.55,61.93,0.062,0.015,497,0
32.51,61.78,-0.144,-0.043,498,0
32.53,61.75,-0.035,0.02,499,0
32.5,61.59,-0.158,-0.027,500,0
32.55,61.47,-0.119,0.047,501,0
32.54,61.37,-0.099,-0.006,502,0
32.51,61.21,-0.158,-0.035,503,0
32.48,61.04,-0.176,-0.023,504,0
32.46,61.09,0.052,-0.021,505,0
32.42,61.12,0.033,-0.043,506,0
32.37,61.16,0.039,-0.048,507,0
32.39,61.23,0.067,0.014,508,0
32.37,61.09,-0.137,-0.017,509,0
32.38,61.04,-0.057,0.01,510,0
32.34,61.11,0.075,-0.043,511,0
32.3,61.17,0.056,-0.034,512,0
32.35,61.1,-0.068,0.044,513,0
32.33,60.99,-0.107,-0.014,514,0
32.36,61.06,0.067,0.028,515,0
32.39,61.07,0.006,0.027,516,0
32.4,60.91,-0.154,0.017,517,0
32.45,60.74,-0.171,0.042,518,0
32.44,60.6,-0.14,-0.011,519,0
32.46,60.59,-0.011,0.028,520,0
32.43,60.6,0.015,-0.034,521,0
32.41,60.53,-0.074,-0.016,522,0
32.43,60.35,-0.18,0.016,523,0
32.47,60.41,0.063,0.045,524,0
32.51,60.26,-0.149,0.04,525,0
32.5,60.11,-0.154,-0.011,526,0
32.48,59.94,-0.174,-0.026,527,0
32.49,59.84,-0.094,0.018,528,0
32.52,59.86,0.015,0.024,529,0
32.52,59.84,-0.015,0.004,530,0
32.54,59.95,0.105,0.015,531,0
32.54,59.86,-0.087,-0.0,532,0
32.5,59.88,0.022,-0.043,533,0
32.47,59.89,0.01,-0.027,534,0
32.48,59.81,-0.085,0.015,535,0
32.51,59.73,-0.073,0.032,536,0
32.56,59.71,-0.021,0.046,537,0
32.57,59.54,-0.172,0.012,538,0
32.61,59.4,-0.141,0.033,539,0
32.64,59.47,0.067,0.035,540,0
32.64,59.3,-0.166,-0.003,541,0
32.68,59.19,-0.116,0.045,542,0
32.65,59.01,-0.173,-0.03,543,0
32.64,59.02,0.005,-0.012,544,0
32.63,58.9,-0.118,-0.006,545,0
32.63,58.95,0.052,-0.008,546,0
32.62,59.02,0.069,-0.008,547,0
32.62,58.87,-0.153,-0.003,548,0
32.57,58.88,0.008,-0.042,549,0
32.58,58.81,-0.065,0.003,550,0
32.53,58.62,-0.188,-0.043,551,0
32.54,58.62,-0.007,0.01,552,0
32.54,58.52,-0.097,-0.001,553,0
32.56,58.39,-0.126,0.015,554,0
32.54,58.49,0.097,-0.016,555,0
32.51,58.32,-0.172,-0.03,556,0
32.51,58.27,-0.052,0.004,557,0
32.51,58.26,-0.002,-0.005,558,0
32.53,58.27,0.009,0.019,559,0
32.55,58.12,-0.154,0.024,560,0
32.53,58.0,-0.122,-0.018,561,0
32.58,58.06,0.061,0.044,562,0
32.58,57.96,-0.101,-0.0,563,0
32.53,57.98,0.022,-0.048,564,0
32.49,57.84,-0.139,-0.038,565,0
32.51,57.87,0.027,0.02,566,0
32.52,57.71,-0.156,0.009,567,0
32.56,57.58,-0.132,0.041,568,0
32.55,57.51,-0.07,-0.007,569,0
32.57,57.55,0.046,0.019,570,0
32.56,57.4,-0.156,-0.011,571,0
32.59,57.49,0.09,0.031,572,0
32.62,57.48,-0.012,0.025,573,0
32.63,57.42,-0.053,0.014,574,0
32.59,57.52,0.099,-0.039,575,0
32.59,57.48,-0.039,0.001,576,0
32.64,57.31,-0.174,0.041,577,0
32.63,57.37,0.063,-0.004,578,0
32.67,57.34,-0.036,0.04,579,0
32.68,57.2,-0.135,0.006,580,0
32.64,57.23,0.031,-0.039,581,0
32.65,57.16,-0.072,0.008,582,0
32.64,57.24,0.077,-0.002,583,0
32.69,57.16,-0.073,0.046,584,0
32.71,57.25,0.087,0.024,585,0
32.76,57.15,-0.106,0.044,586,0
32.75,57.25,0.103,-0.007,587,0
32.74,57.1,-0.148,-0.011,588,0
32.76,57.12,0.022,0.023,589,0
32.78,57.02,-0.099,0.018,590,0
32.8,57.09,0.07,0.019,591,0
32.81,57.19,0.092,0.011,592,0
32.82,57.06,-0.128,0.01,593,0
32.8,56.96,-0.101,-0.018,594,0
32.85,56.97,0.013,0.046,595,0
32.89,56.98,0.007,0.044,596,0
32.91,56.94,-0.037,0.017,597,0
32.87,56.85,-0.092,-0.041,598,0
32.86,56.76,-0.083,-0.004,599,0
33.46,85.89,-0.119,0.04,0,0
33.47,85.92,0.037,0.007,1,0
33.44,85.73,-0.197,-0.031,2,0
33.42,85.72,-0.004,-0.025,3,0
33.39,85.74,0.02,-0.029,4,0
33.37,85.62,-0.119,-0.02,5,0
33.39,85.67,0.047,0.024,6,0
33.42,85.55,-0.117,0.03,7,0
33.46,85.36,-0.195,0.036,8,0
33.5,85.18,-0.174,0.042,9,0
33.54,85.2,0.017,0.041,10,0
33.55,85.22,0.018,0.011,11,0
33.58,85.08,-0.134,0.033,12,0
33.57,85.12,0.035,-0.016,13,0
33.62,85.11,-0.006,0.048,14,0
33.67,85.02,-0.089,0.051,15,0
33.65,85.11,0.088,-0.014,16,0
33.61,85.07,-0.039,-0.044,17,0
33.63,84.94,-0.13,0.017,18,0
33.67,84.97,0.029,0.042,19,0
33.71,85.02,0.044,0.046,20,0
33.73,85.02,0.006,0.02,21,0
33.74,85.04,0.021,0.01,22,0
33.78,85.02,-0.024,0.033,23,0
33.76,85.1,0.084,-0.016,24,0
33.78,84.95,-0.152,0.023,25,0
33.76,84.8,-0.149,-0.028,26,0
33.75,84.75,-0.051,-0.007,27,0
33.76,84.68,-0.076,0.011,28,0
33.77,84.51,-0.166,0.013,29,0
33.76,84.38,-0.129,-0.012,30,0
33.73,84.39,0.008,-0.03,31,0
33.72,84.23,-0.159,-0.013,32,0
33.77,84.04,-0.19,0.048,33,0
33.79,84.02,-0.02,0.021,34,0
33.8,83.96,-0.058,0.012,35,0
33.83,83.87,-0.098,0.033,36,0
33.81,83.76,-0.11,-0.023,37,0
33.77,83.61,-0.15,-0.038,38,0
33.77,83.55,-0.054,-0.003,39,0
33.73,83.51,-0.044,-0.036,40,0
33.71,83.37,-0.139,-0.024,41,0
33.7,83.26,-0.105,-0.009,42,0
33.73,83.12,-0.14,0.03,43,0
33.78,83.08,-0.046,0.055,44,0
33.84,83.12,0.042,0.053,45,0
33.86,82.92,-0.202,0.022,46,0
33.91,82.85,-0.071,0.045,47,0
33.92,82.83,-0.021,0.017,48,0
33.95,82.91,0.083,0.023,49,0
33.99,82.8,-0.109,0.047,50,0
33.99,82.88,0.078,-0.006,51,0
33.97,82.84,-0.043,-0.017,52,0
34.01,82.9,0.068,0.037,53,0
34.04,82.81,-0.093,0.035,54,0
34.0,82.74,-0.071,-0.041,55,0
33.97,82.8,0.064,-0.026,56,0
34.02,82.75,-0.051,0.05,57,0
34.08,82.6,-0.155,0.051,58,0
34.03,82.55,-0.044,-0.044,59,0
34.05,82.37,-0.185,0.022,60,0
34.09,82.4,0.027,0.041,61,0
34.06,82.32,-0.078,-0.035,62,0
34.08,82.28,-0.044,0.025,63,0
34.12,82.36,0.088,0.032,64,0
34.17,82.35,-0.011,0.049,65,0
34.14,82.37,0.019,-0.03,66,0
34.12,82.3,-0.067,-0.012,67,0
34.09,82.12,-0.179,-0.04,68,0
34.1,82.16,0.033,0.011,69,0
34.07,82.13,-0.033,-0.022,70,0
34.07,82.0,-0.127,-0.006,71,0
34.07,81.98,-0.016,-0.002,72,0
34.09,81.78,-0.2,0.022,73,0
34.11,81.74,-0.045,0.019,74,0
34.14,81.72,-0.02,0.031,75,0
34.16,81.69,-0.029,0.025,76,0
34.21,81.51,-0.183,0.048,77,0
34.24,81.33,-0.173,0.034,78,0
34.21,81.22,-0.115,-0.036,79,0
34.21,81.24,0.025,-0.001,80,0
34.23,81.16,-0.087,0.021,81,0
34.24,81.09,-0.063,0.008,82,0
34.23,80.93,-0.164,-0.006,83,0
34.24,80.96,0.034,0.01,84,0
34.21,81.05,0.083,-0.031,85,0
34.25,81.04,-0.002,0.046,86,0
34.28,81.08,0.033,0.028,87,0
34.33,80.98,-0.093,0.05,88,0
34.34,80.95,-0.039,0.01,89,0
34.3,80.78,-0.168,-0.045,90,0
34.31,80.75,-0.026,0.009,91,0
34.29,80.83,0.079,-0.015,92,0
34.34,80.85,0.019,0.045,93,0
34.33,80.75,-0.102,-0.004,94,0
34.34,80.74,-0.011,0.006,95,0
34.32,80.58,-0.157,-0.023,96,0
34.29,80.62,0.045,-0.026,97,0
34.33,80.47,-0.151,0.035,98,0
34.37,80.52,0.051,0.04,99,0
34.42,80.6,0.075,0.054,100,0
34.43,80.53,-0.067,0.01,101,0
34.39,80.41,-0.118,-0.038,102,0
34.42,80.24,-0.176,0.028,103,0
34.41,80.18,-0.059,-0.012,104,0
34.43,80.01,-0.167,0.021,105,0
34.45,79.84,-0.175,0.017,106,0
34.43,79.9,0.065,-0.013,107,0
34.45,79.83,-0.07,0.017,108,0
34.46,79.72,-0.113,0.013,109,0
34.45,79.69,-0.035,-0.009,110,0
34.45,79.58,-0.11,-0.002,111,0
34.43,79.37,-0.204,-0.02,112,0
34.46,79.23,-0.139,0.029,113,0
34.5,79.16,-0.074,0.039,114,0
34.53,78.99,-0.165,0.028,115,0
34.53,79.05,0.058,0.001,116,0
34.51,78.95,-0.097,-0.014,117,0
34.49,78.92,-0.04,-0.027,118,0
34.53,78.89,-0.023,0.039,119,0
34.49,78.94,0.053,-0.031,120,0
34.48,78.9,-0.043,-0.019,121,0
34.44,78.96,0.061,-0.037,122,0
34.4,78.78,-0.182,-0.043,123,0
34.35,78.73,-0.053,-0.042,124,0
34.35,78.7,-0.03,-0.005,125,0
34.39,78.67,-0.028,0.046,126,0
34.4,78.63,-0.04,0.009,127,0
34.41,78.72,0.095,0.002,128,0
34.4,78.75,0.028,-0.008,129,0
34.43,78.61,-0.138,0.032,130,0
34.41,78.63,0.015,-0.016,131,0
34.42,78.56,-0.066,0.006,132,0
34.43,78.48,-0.086,0.005,133,0
34.46,78.47,-0.006,0.04,134,0
34.48,78.51,0.037,0.016,135,0
34.49,78.35,-0.155,0.006,136,0
34.46,78.28,-0.071,-0.027,137,0
34.48,78.36,0.08,0.021,138,0
34.51,78.45,0.085,0.029,139,0
34.5,78.39,-0.06,-0.009,140,0
34.5,78.25,-0.139,0.004,141,0
34.5,78.06,-0.186,-0.008,142,0
34.47,77.87,-0.192,-0.024,143,0
34.46,77.93,0.067,-0.009,144,0
34.46,77.87,-0.064,0.0,145,0
34.52,77.68,-0.191,0.053,146,0
34.54,77.57,-0.108,0.025,147,0
34.58,77.52,-0.049,0.038,148,0
34.56,77.57,0.045,-0.019,149,0
34.53,77.53,-0.042,-0.028,150,0
34.53,77.52,-0.009,-0.009,151,0
34.56,77.51,-0.009,0.039,152,0
34.56,77.46,-0.05,-0.007,153,0
34.56,77.53,0.067,0.007,154,0
34.6,77.43,-0.099,0.042,155,0
34.61,77.37,-0.059,0.003,156,0
34.61,77.34,-0.024,0.005,157,0
34.58,77.18,-0.163,-0.028,158,0
34.6,77.0,-0.182,0.019,159,0
34.58,76.86,-0.142,-0.026,160,0
34.6,76.76,-0.096,0.027,161,0
34.58,76.59,-0.17,-0.022,162,0
34.61,76.63,0.038,0.027,163,0
34.61,76.57,-0.061,0.003,164,0
34.58,76.43,-0.142,-0.029,165,0
34.54,76.47,0.045,-0.043,166,0
34.55,76.28,-0.192,0.012,167,0
34.57,76.12,-0.157,0.018,168,0
34.58,75.93,-0.193,0.012,169,0
34.56,75.74,-0.188,-0.019,170,0
34.61,75.59,-0.151,0.051,171,0
34.63,75.56,-0.025,0.011,172,0
34.65,75.37,-0.199,0.027,173,0
34.64,75.36,-0.007,-0.017,174,0
34.64,75.18,-0.179,-0.0,175,0
34.68,75.27,0.093,0.042,176,0
34.72,75.12,-0.154,0.038,177,0
34.75,75.09,-0.025,0.034,178,0
34.72,75.13,0.041,-0.027,179,0
34.7,75.13,-0.007,-0.019,180,0
34.69,75.14,0.012,-0.011,181,0
34.71,75.07,-0.069,0.014,182,0
34.7,74.93,-0.136,-0.006,183,0
34.68,74.76,-0.172,-0.025,184,0
34.68,74.82,0.053,0.005,185,0
34.65,74.74,-0.079,-0.03,186,0
34.65,74.56,-0.176,0.003,187,0
34.61,74.54,-0.021,-0.041,188,0
34.62,74.57,0.03,0.005,189,0
34.62,74.4,-0.17,0.003,190,0
34.64,74.23,-0.166,0.015,191,0
34.68,74.28,0.043,0.045,192,0
34.7,74.3,0.027,0.02,193,0
34.69,74.26,-0.048,-0.008,194,0
34.7,74.06,-0.192,0.008,195,0
34.74,73.93,-0.136,0.035,196,0
34.73,73.96,0.032,-0.007,197,0
34.76,73.93,-0.028,0.029,198,0
34.78,73.95,0.023,0.025,199,0
34.75,73.78,-0.176,-0.032,200,0
34.73,73.72,-0.062,-0.022,201,0
34.71,73.77,0.053,-0.017,202,0
34.71,73.83,0.058,-0.004,203,0
34.73,73.68,-0.148,0.026,204,0
34.75,73.71,0.032,0.013,205,0
34.7,73.54,-0.17,-0.044,206,0
34.73,73.53,-0.009,0.024,207,0
34.72,73.42,-0.11,-0.009,208,0
34.74,73.26,-0.159,0.02,209,0
34.78,73.13,-0.129,0.04,210,0
34.77,73.06,-0.078,-0.008,211,0
34.79,72.93,-0.122,0.023,212,0
34.79,72.96,0.021,-0.004,213,0
34.79,72.99,0.03,0.003,214,0
34.8,72.89,-0.094,0.01,215,0
34.79,72.76,-0.129,-0.014,216,0
34.81,72.66,-0.102,0.026,217,0
34.85,72.68,0.016,0.04,218,0
34.88,72.67,-0.007,0.03,219,0
34.91,72.6,-0.071,0.025,220,0
34.89,72.44,-0.157,-0.024,221,0
34.87,72.36,-0.085,-0.011,222,0
34.9,72.32,-0.04,0.025,223,0
34.87,72.32,0.007,-0.029,224,0
34.83,72.41,0.084,-0.045,225,0
34.79,72.23,-0.178,-0.031,226,0
34.79,72.3,0.073,-0.002,227,0
34.77,72.12,-0.186,-0.023,228,0
34.73,71.94,-0.181,-0.041,229,0
34.78,71.85,-0.09,0.053,230,0
34.79,71.83,-0.021,0.007,231,0
34.8,71.83,0.008,0.015,232,0
34.84,71.91,0.079,0.037,233,0
34.84,71.9,-0.013,-0.001,234,0
34.86,71.76,-0.145,0.021,235,0
34.84,71.79,0.036,-0.016,236,0
34.86,71.6,-0.195,0.015,237,0
34.84,71.55,-0.05,-0.022,238,0
34.8,71.39,-0.154,-0.041,239,0
34.75,71.26,-0.133,-0.045,240,0
34.81,71.1,-0.158,0.055,241,0
34.8,71.13,0.029,-0.01,242,0
34.81,71.04,-0.087,0.014,243,0
34.84,70.99,-0.05,0.029,244,0
34.8,70.81,-0.184,-0.036,245,0
34.84,70.69,-0.12,0.038,246,0
34.83,70.76,0.069,-0.01,247,0
34.81,70.84,0.084,-0.017,248,0
34.79,70.82,-0.023,-0.026,249,0
34.8,70.89,0.074,0.012,250,0
34.8,70.77,-0.127,-0.004,251,0
34.76,70.59,-0.173,-0.038,252,0
34.81,70.48,-0.117,0.05,253,0
34.86,70.51,0.036,0.051,254,0
34.89,70.57,0.058,0.036,255,0
34.92,70.54,-0.033,0.024,256,0
34.93,70.62,0.085,0.011,257,0
34.96,70.65,0.026,0.031,258,0
34.96,70.73,0.083,0.001,259,0
34.97,70.67,-0.067,0.014,260,0
34.94,70.47,-0.197,-0.033,261,0
34.96,70.28,-0.185,0.018,262,0
34.98,70.38,0.093,0.023,263,0
34.97,70.24,-0.136,-0.013,264,0
34.98,70.32,0.082,0.007,265,0
35.01,70.12,-0.202,0.038,266,0
34.98,69.99,-0.131,-0.036,267,0
35.01,69.99,-0.003,0.037,268,0
35.06,69.8,-0.182,0.048,269,0
35.05,69.74,-0.062,-0.01,270,0
35.04,69.81,0.063,-0.018,271,0
35.06,69.88,0.079,0.023,272,0
35.06,69.95,0.068,0.005,273,0
35.09,69.81,-0.145,0.029,274,0
35.07,69.86,0.057,-0.024,275,0
35.05,69.72,-0.144,-0.02,276,0
35.02,69.7,-0.019,-0.029,277,0
35.06,69.53,-0.173,0.047,278,0
35.09,69.53,-0.002,0.021,279,0
35.12,69.5,-0.021,0.031,280,0
35.08,69.46,-0.043,-0.041,281,0
35.09,69.4,-0.06,0.017,282,0
35.15,69.34,-0.057,0.053,283,0
35.19,69.41,0.064,0.042,284,0
35.24,69.35,-0.058,0.053,285,0
35.23,69.42,0.07,-0.017,286,0
35.24,69.28,-0.138,0.013,287,0
35.27,69.09,-0.189,0.035,288,0
35.28,69.03,-0.062,0.009,289,0
35.28,68.98,-0.054,-0.006,290,0
35.25,68.98,0.001,-0.028,291,0
35.27,69.07,0.088,0.025,292,0
35.3,69.0,-0.067,0.024,293,0
35.27,68.8,-0.202,-0.024,294,0
35.26,68.77,-0.031,-0.012,295,0
35.24,68.75,-0.021,-0.019,296,0
35.22,68.7,-0.04,-0.021,297,0
35.24,68.64,-0.064,0.016,298,0
35.24,68.55,-0.095,0.005,299,0
35.27,68.4,-0.142,0.025,300,0
35.31,68.31,-0.093,0.04,301,0
35.28,68.19,-0.121,-0.027,302,0
35.29,68.02,-0.166,0.013,303,0
35.26,67.89,-0.136,-0.035,304,0
35.24,67.76,-0.124,-0.021,305,0
35.23,67.69,-0.075,-0.007,306,0
35.28,67.53,-0.161,0.051,307,0
35.32,67.37,-0.16,0.036,308,0
35.32,67.21,-0.152,0.005,309,0
35.36,67.31,0.094,0.04,310,0
35.39,67.26,-0.05,0.027,311,0
35.37,67.29,0.031,-0.015,312,0
35.38,67.25,-0.036,0.012,313,0
35.41,67.17,-0.086,0.024,314,0
35.44,66.98,-0.187,0.036,315,0
35.46,66.92,-0.062,0.018,316,0
35.45,66.85,-0.07,-0.012,317,0
35.46,66.75,-0.097,0.011,318,0
35.44,66.83,0.075,-0.019,319,0
35.41,66.63,-0.199,-0.033,320,0
35.46,66.68,0.055,0.051,321,0
35.47,66.54,-0.145,0.013,322,0
35.45,66.53,-0.01,-0.028,323,0
35.44,66.55,0.029,-0.01,324,0
35.44,66.55,-0.003,0.004,325,0
35.48,66.57,0.016,0.044,326,0
35.47,66.48,-0.091,-0.016,327,0
35.44,66.46,-0.016,-0.031,328,0
35.47,66.31,-0.155,0.036,329,0
35.49,66.2,-0.104,0.018,330,0
35.53,66.17,-0.034,0.04,331,0
35.5,65.99,-0.184,-0.029,332,0
35.49,65.85,-0.137,-0.013,333,0
35.47,65.73,-0.118,-0.018,334,0
35.45,65.72,-0.012,-0.018,335,0
35.49,65.65,-0.072,0.041,336,0
35.51,65.55,-0.096,0.014,337,0
35.5,65.64,0.085,-0.004,338,0
35.46,65.49,-0.15,-0.043,339,0
35.48,65.5,0.013,0.021,340,0
35.51,65.58,0.077,0.025,341,0
35.48,65.4,-0.181,-0.028,342,0
35.44,65.22,-0.174,-0.039,343,0
35.45,65.28,0.059,0.01,344,0
35.44,65.08,-0.197,-0.005,345,0
35.41,65.11,0.024,-0.037,346,0
35.38,64.98,-0.126,-0.03,347,0
35.42,64.97,-0.009,0.044,348,0
35.4,64.86,-0.112,-0.02,349,0
35.42,64.74,-0.12,0.018,350,0
35.46,64.58,-0.166,0.039,351,0
35.48,64.38,-0.196,0.021,352,0
35.47,64.43,0.053,-0.013,353,0
35.52,64.37,-0.062,0.052,354,0
35.5,64.33,-0.043,-0.018,355,0
35.55,64.26,-0.072,0.052,356,0
35.53,64.26,0.004,-0.027,357,0
35.54,64.23,-0.026,0.018,358,0
35.56,64.22,-0.014,0.011,359,0
35.57,64.17,-0.048,0.019,360,0
35.56,64.06,-0.112,-0.01,361,0
35.6,64.02,-0.043,0.035,362,0
35.59,63.94,-0.072,-0.008,363,0
35.58,63.82,-0.127,-0.015,364,0
35.61,63.61,-0.205,0.036,365,0
35.6,63.66,0.049,-0.011,366,0
35.56,63.6,-0.064,-0.044,367,0
35.61,63.67,0.072,0.05,368,0
35.56,63.61,-0.062,-0.044,369,0
35.55,63.53,-0.076,-0.016,370,0
35.5,63.39,-0.136,-0.044,371,0
35.5,63.3,-0.093,-0.004,372,0
35.49,63.26,-0.037,-0.006,373,0
35.52,63.11,-0.156,0.029,374,0
35.52,63.02,-0.088,-0.007,375,0
35.51,62.89,-0.126,-0.003,376,0
35.54,62.76,-0.133,0.031,377,0
35.58,62.83,0.068,0.036,378,0
35.56,62.83,0.0,-0.017,379,0
35.6,62.85,0.018,0.036,380,0
35.64,62.77,-0.081,0.04,381,0
35.62,62.62,-0.15,-0.016,382,0
35.64,62.6,-0.014,0.017,383,0
35.66,62.48,-0.123,0.017,384,0
35.61,62.33,-0.149,-0.043,385,0
35.62,62.14,-0.19,0.008,386,0
